Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeinDays,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,AvgAge,MixType,Hair,BlendedColor,ReducedPattern,ID
Che,2015-11-15 16:08:00,Dog,Spayed Female,4 years,Beagle Mix,Brown/Black,1.0,2015,11,6,16,46,15,True,1460.0,Adult,Spayed Female,28.0,2.0,2.0,4.0,15.0,Mix,Short,maroon,BiColor,111
Chico,2015-04-19 15:33:00,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White,1.0,2015,4,6,15,16,19,True,365.0,Puppy/Kitten,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,TriColor,112
Romen,2016-01-26 12:13:00,Dog,Neutered Male,8 years,Cocker Spaniel/Shetland Sheepdog,Tan,1.0,2016,1,1,12,4,26,True,2920.0,Senior,Neutered Male,27.0,2.0,4.0,4.0,13.0,Cross,Short,tan,Solid,113
London,2015-11-24 13:45:00,Dog,Neutered Male,3 years,German Shepherd Mix,White,1.0,2015,11,1,13,48,24,False,1095.0,Young Adult,Neutered Male,70.0,4.0,5.0,3.0,12.0,Mix,Long,white,Solid,114
,2015-08-20 09:00:00,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue Tabby/White,0.0,2015,8,3,9,34,20,True,248.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,silver,Tabby,115
Loco,2015-08-30 12:03:00,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Red,1.0,2015,8,6,12,35,30,True,248.0,Puppy/Kitten,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,red,Solid,116
Goldie,2015-02-14 17:13:00,Dog,Spayed Female,10 months,Australian Kelpie Mix,Tan,1.0,2015,2,5,17,7,14,True,310.0,Puppy/Kitten,Spayed Female,39.0,3.0,4.0,2.0,14.0,Mix,Short,tan,Solid,117
Chunk,2014-07-23 13:16:00,Dog,Intact Male,5 years,Boxer,Brown Brindle/White,1.0,2014,7,2,13,30,23,True,1825.0,Adult,Intact Male,60.0,4.0,4.0,3.0,9.0,Pure,Short,rosybrown,TriColor,118
Randee,2013-10-31 11:43:00,Dog,Neutered Male,13 years,Pekingese,Yellow/Tan,1.0,2013,10,3,11,44,31,True,4745.0,Geriatric,Neutered Male,12.0,1.0,2.0,3.0,16.0,Pure,Short,brown,BiColor,119
,2015-02-03 17:14:00,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Blue,0.0,2015,2,1,17,6,3,False,730.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Medium,grey,Solid,120
Louisa,2015-06-24 12:23:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,1.0,2015,6,2,12,26,24,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,Not_clear,TriColor,121
Newton,2014-03-01 15:17:00,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,1.0,2014,3,5,15,9,1,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Medium,brown,Tabby,122
Huckleberry,2015-05-25 17:23:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,1.0,2015,5,0,17,22,25,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,grey,Solid,123
,2015-06-29 16:38:00,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby,0.0,2015,6,0,16,27,29,False,7.0,Infant,Intact Female,9.0,1.0,3.0,3.0,10.0,Mix,Short,orange,Tabby,124
,2014-01-16 17:50:00,Dog,Intact Male,4 weeks,German Shepherd/Boxer,Sable,0.0,2014,1,3,17,3,16,True,28.0,Infant,Intact Male,65.0,4.0,4.0,3.0,10.0,Cross,Short,brown,Solid,125
Sammy,2015-04-25 17:54:00,Dog,Neutered Male,1 month,Labrador Retriever/German Shepherd,Sable/White,1.0,2015,4,5,17,17,25,True,31.0,Infant,Neutered Male,69.0,4.0,5.0,4.0,12.0,Cross,Short,rosybrown,BiColor,126
,2014-07-17 09:00:00,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby,0.0,2014,7,3,9,29,17,True,2190.0,Adult,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Tabby,127
Phoebe,2015-01-17 11:13:00,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White,1.0,2015,1,5,11,3,17,True,124.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,rosybrown,Tabby,128
Rooster,2014-07-01 18:59:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,1.0,2014,7,1,18,27,1,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,orange,Tabby,129
Nigel,2014-10-13 19:02:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,1.0,2014,10,0,19,42,13,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,grey,Solid,130
Dylan,2015-04-13 17:22:00,Dog,Neutered Male,2 years,Australian Shepherd Mix,Tricolor,1.0,2015,4,0,17,16,13,False,730.0,Young Adult,Neutered Male,50.0,3.0,5.0,3.0,14.0,Mix,Short,Not_clear,Solid,131
Amos,2015-07-20 18:20:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,1.0,2015,7,0,18,30,20,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,brown,Tabby,132
,2014-05-14 14:03:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,0.0,2014,5,2,14,20,14,False,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,tan,Tabby,133
Pearl,2015-05-28 11:24:00,Dog,Spayed Female,2 years,Chihuahua Shorthair,Tricolor,1.0,2015,5,3,11,22,28,False,730.0,Young Adult,Spayed Female,6.0,1.0,3.0,3.0,16.0,Pure,Short,Not_clear,Solid,134
Sierra,2014-12-13 13:50:00,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Blue Tabby,1.0,2014,12,5,13,50,13,True,2920.0,Senior,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,Tabby,135
Rajah,2014-11-05 18:33:00,Dog,Spayed Female,2 years,Siberian Husky Mix,Red/White,1.0,2014,11,2,18,45,5,False,730.0,Young Adult,Spayed Female,48.0,3.0,2.0,3.0,12.0,Mix,Short,salmon,BiColor,136
Timmy,2014-04-13 13:14:00,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue Tabby/White,1.0,2014,4,6,13,15,13,True,1460.0,Adult,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,silver,Tabby,137
,2014-07-20 15:38:00,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,0.0,2014,7,6,15,29,20,True,7.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,black,Solid,138
Priscilla,2015-05-02 13:00:00,Dog,Spayed Female,8 years,Labrador Retriever/Basset Hound,Brown/White,1.0,2015,5,5,13,18,2,True,2920.0,Senior,Spayed Female,63.0,4.0,4.0,4.0,14.0,Cross,Short,rosybrown,BiColor,139
Jimmy,2015-12-27 00:00:00,Dog,Neutered Male,2 years,Pharaoh Hound Mix,Brown/White,1.0,2015,12,6,0,52,27,True,730.0,Young Adult,Neutered Male,50.0,4.0,3.0,2.0,13.0,Mix,Long,rosybrown,BiColor,140
Wanda,2015-10-30 16:31:00,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Brown,1.0,2015,10,4,16,44,30,False,310.0,Puppy/Kitten,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Solid,141
Wynnie,2015-08-25 15:03:00,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,1.0,2015,8,1,15,35,25,True,31.0,Infant,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,Tabby,142
Riley,2014-07-23 13:07:00,Dog,Spayed Female,6 years,Catahoula Mix,Brown Merle,1.0,2014,7,2,13,30,23,True,2190.0,Adult,Spayed Female,6.0,4.0,3.0,2.0,12.0,Mix,Short,brown,Merle,143
Jessica,2015-07-06 14:55:00,Dog,Spayed Female,8 years,Shetland Sheepdog Mix,Black,1.0,2015,7,0,14,28,6,True,2920.0,Senior,Spayed Female,28.0,2.0,5.0,4.0,13.0,Mix,Short,black,Solid,144
Diesel,2015-02-12 11:01:00,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,1.0,2015,2,3,11,7,12,False,365.0,Puppy/Kitten,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Medium,rosybrown,TriColor,145
Molly,2015-10-27 13:30:00,Dog,Spayed Female,5 years,Pit Bull Mix,Black Brindle/White,1.0,2015,10,1,13,44,27,False,1825.0,Adult,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,grey,TriColor,146
Toby,2014-08-12 09:28:00,Cat,Neutered Male,6 years,Snowshoe Mix,Lilac Point,1.0,2014,8,1,9,33,12,True,2190.0,Adult,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,Point,147
Maximillion,2014-11-12 18:37:00,Dog,Neutered Male,7 years,Miniature Pinscher Mix,Black/Brown,1.0,2014,11,2,18,46,12,False,2555.0,Senior,Neutered Male,10.0,1.0,4.0,3.0,15.0,Mix,Short,maroon,BiColor,148
,2015-08-04 09:00:00,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,0.0,2015,8,1,9,32,4,True,365.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,Not_clear,TriColor,149
Schmidt,2014-05-13 15:17:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,1.0,2014,5,1,15,20,13,False,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,black,Solid,150
,2015-05-25 13:14:00,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby/White,0.0,2015,5,0,13,22,25,True,1095.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,silver,Tabby,151
,2013-12-09 16:07:00,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue/White,0.0,2013,12,0,16,50,9,True,730.0,Young Adult,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,silver,BiColor,152
Suzie,2015-05-27 14:19:00,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black,1.0,2015,5,2,14,22,27,False,155.0,Infant,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,black,Solid,153
James,2014-01-23 14:45:00,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/White,1.0,2014,1,3,14,4,23,True,730.0,Young Adult,Intact Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,154
,2015-06-09 16:51:00,Dog,Spayed Female,3 months,Plott Hound Mix,Brown Brindle,0.0,2015,6,1,16,24,9,False,93.0,Infant,Spayed Female,53.0,4.0,4.0,2.0,13.0,Mix,Short,brown,TriColor,155
Mcnugget,2014-01-22 17:41:00,Dog,Spayed Female,4 months,Chihuahua Shorthair/Dachshund,White/Black,1.0,2014,1,2,17,4,22,True,124.0,Infant,Spayed Female,13.0,1.0,3.0,3.0,15.0,Cross,Short,grey,BiColor,156
Koda,2015-12-17 14:50:00,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black/White,1.0,2015,12,3,14,51,17,True,1825.0,Adult,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,grey,BiColor,157
,2015-09-12 13:52:00,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Cream Tabby,0.0,2015,9,5,13,37,12,True,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,tan,Tabby,158
Nikki,2013-12-16 14:02:00,Cat,Spayed Female,3 years,Siamese Mix,Lynx Point,1.0,2013,12,0,14,51,16,True,1095.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,11.0,Mix,Short,Not_clear,Point,159
Tiny,2015-05-16 12:29:00,Dog,Neutered Male,2 years,Scottish Terrier Mix,Cream,1.0,2015,5,5,12,20,16,True,730.0,Young Adult,Neutered Male,20.0,2.0,2.0,3.0,12.0,Mix,Short,tan,Solid,160
Daisy,2014-09-08 16:01:00,Dog,Spayed Female,2 years,Chihuahua Shorthair/Boston Terrier,Sable/White,1.0,2014,9,0,16,37,8,False,730.0,Young Adult,Spayed Female,12.0,2.0,3.0,4.0,14.0,Cross,Short,rosybrown,BiColor,161
Cody,2014-08-13 14:44:00,Dog,Neutered Male,1 year,Chihuahua Longhair/Dachshund,Blue/Tan,1.0,2014,8,2,14,33,13,True,365.0,Puppy/Kitten,Neutered Male,13.0,1.0,3.0,3.0,15.0,Cross,Long,rosybrown,BiColor,162
,2015-03-06 09:50:00,Dog,Unknown,6 days,Labrador Retriever Mix,Brown,0.0,2015,3,4,9,10,6,False,6.0,Infant,Intact Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,brown,Solid,163
Peaches,2015-06-27 17:37:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby,1.0,2015,6,5,17,26,27,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,9.0,Mix,Short,tan,Tabby,164
Buddy,2015-10-19 12:07:00,Dog,Neutered Male,3 years,Boxer/Anatol Shepherd,Red/White,1.0,2015,10,0,12,43,19,False,1095.0,Young Adult,Neutered Male,54.0,4.0,5.0,3.0,12.0,Cross,Short,salmon,BiColor,165
Sugar,2015-06-19 14:31:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,1.0,2015,6,4,14,25,19,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,Tabby,166
Tiger,2015-04-18 16:52:00,Dog,Neutered Male,1 year,Pit Bull,Brown Brindle/White,1.0,2015,4,5,16,16,18,True,365.0,Puppy/Kitten,Neutered Male,60.0,4.0,3.0,2.0,12.0,Pure,Short,rosybrown,TriColor,167
Tovah,2014-06-07 12:07:00,Dog,Spayed Female,2 years,Pharaoh Hound Mix,Brown/White,1.0,2014,6,5,12,23,7,True,730.0,Young Adult,Spayed Female,50.0,4.0,3.0,2.0,13.0,Mix,Short,rosybrown,BiColor,168
Gizmo,2015-01-14 19:18:00,Dog,Neutered Male,7 months,Labrador Retriever/Golden Retriever,Yellow,1.0,2015,1,2,19,3,14,True,217.0,Puppy/Kitten,Neutered Male,66.0,4.0,5.0,4.0,12.0,Cross,Short,yellow,Solid,169
Mack,2015-05-27 14:20:00,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Brown,1.0,2015,5,2,14,22,27,False,62.0,Infant,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Solid,170
,2014-06-20 09:00:00,Cat,Intact Male,5 years,Domestic Longhair Mix,Black/White,0.0,2014,6,4,9,25,20,False,1825.0,Adult,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Long,grey,BiColor,171
Ellie Mae,2015-10-05 16:23:00,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,1.0,2015,10,0,16,41,5,False,730.0,Young Adult,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,172
Ruca,2013-12-12 18:53:00,Dog,Spayed Female,4 years,Pit Bull Mix,Brown Brindle,1.0,2013,12,3,18,50,12,True,1460.0,Adult,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Medium,brown,TriColor,173
Mamma Dog,2014-05-27 12:44:00,Dog,Spayed Female,5 years,Pit Bull Mix,Brown Brindle,1.0,2014,5,1,12,22,27,False,1825.0,Adult,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,brown,TriColor,174
Fluffy,2014-01-08 17:57:00,Dog,Neutered Male,2 years,Norwich Terrier Mix,Tan,1.0,2014,1,2,17,2,8,True,730.0,Young Adult,Neutered Male,12.0,1.0,3.0,3.0,14.0,Mix,Short,tan,Solid,175
Teddy,2015-07-26 14:39:00,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,1.0,2015,7,6,14,30,26,True,62.0,Infant,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,BiColor,176
Tooth,2015-01-08 15:39:00,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tan/White,1.0,2015,1,3,15,2,8,True,3650.0,Senior,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,177
Stashes,2015-05-12 19:03:00,Cat,Neutered Male,10 months,Domestic Longhair Mix,Black/White,1.0,2015,5,1,19,20,12,False,310.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Long,grey,BiColor,178
,2015-05-10 17:36:00,Dog,Spayed Female,3 years,Cocker Spaniel Mix,Buff/White,0.0,2015,5,6,17,19,10,True,1095.0,Young Adult,Spayed Female,27.0,2.0,4.0,4.0,14.0,Mix,Short,wheat,BiColor,179
,2014-06-07 17:10:00,Dog,Intact Female,8 months,Collie Smooth/Boxer,White/Brown Brindle,0.0,2014,6,5,17,23,7,True,248.0,Puppy/Kitten,Intact Female,38.0,3.0,4.0,3.0,11.0,Cross,Medium,rosybrown,TriColor,180
,2015-09-25 16:00:00,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby,0.0,2015,9,4,16,39,25,False,7.0,Infant,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,brown,Tabby,181
Shakira,2014-10-19 18:40:00,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,1.0,2014,10,6,18,42,19,True,62.0,Infant,Intact Female,9.0,1.0,3.0,3.0,17.0,Mix,Short,brown,Tabby,182
Claude,2015-02-23 12:11:00,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,1.0,2015,2,0,12,9,23,False,365.0,Puppy/Kitten,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,183
Pollyanna,2014-07-02 16:43:00,Dog,Intact Female,1 year,Dachshund,Red,1.0,2014,7,2,16,27,2,True,365.0,Puppy/Kitten,Intact Female,17.0,2.0,2.0,3.0,14.0,Pure,Short,red,Solid,184
Yaya,2015-12-19 17:57:00,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown/White,1.0,2015,12,5,17,51,19,True,1095.0,Young Adult,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,BiColor,185
Denali,2015-02-07 11:35:00,Dog,Spayed Female,4 years,Alaskan Malamute,Gray/White,1.0,2015,2,5,11,6,7,True,1460.0,Adult,Spayed Female,83.0,4.0,2.0,3.0,14.0,Pure,Short,silver,BiColor,186
,2015-07-30 18:19:00,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,0.0,2015,7,3,18,31,30,True,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,BiColor,187
Princess,2014-05-29 12:38:00,Dog,Spayed Female,2 years,Miniature Poodle Mix,White,1.0,2014,5,3,12,22,29,False,730.0,Young Adult,Spayed Female,14.0,2.0,5.0,4.0,16.0,Mix,Short,white,Solid,188
Cocoa,2013-11-19 14:47:00,Dog,Spayed Female,3 months,Labrador Retriever/German Shepherd,Chocolate/White,1.0,2013,11,1,14,47,19,False,93.0,Infant,Spayed Female,69.0,4.0,5.0,4.0,12.0,Cross,Short,rosybrown,BiColor,189
Elli,2014-02-24 18:38:00,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Tan,1.0,2014,2,0,18,9,24,False,62.0,Infant,Spayed Female,64.0,4.0,4.0,3.0,12.0,Cross,Short,tan,Solid,190
Maypearl,2015-05-19 19:03:00,Dog,Spayed Female,5 years,Dachshund Mix,Brown,1.0,2015,5,1,19,21,19,False,1825.0,Adult,Spayed Female,17.0,2.0,2.0,3.0,14.0,Mix,Short,brown,Solid,191
Moonbeam,2014-03-01 13:08:00,Dog,Spayed Female,3 years,American Staffordshire Terrier Mix,Brown Brindle/White,1.0,2014,3,5,13,9,1,True,1095.0,Young Adult,Spayed Female,31.0,2.0,2.0,4.0,13.0,Mix,Short,rosybrown,TriColor,192
Sydney,2014-04-05 15:24:00,Dog,Intact Female,5 months,Australian Cattle Dog Mix,Blue Merle,1.0,2014,4,5,15,14,5,True,155.0,Infant,Intact Female,53.0,3.0,4.0,2.0,13.0,Mix,Medium,grey,Merle,193
,2015-05-05 14:09:00,Dog,Neutered Male,1 year,Dachshund Mix,Black,0.0,2015,5,1,14,19,5,False,365.0,Puppy/Kitten,Neutered Male,17.0,2.0,2.0,3.0,14.0,Mix,Short,black,Solid,194
Sofie,2015-12-06 15:21:00,Dog,Spayed Female,2 months,Carolina Dog Mix,Tan/White,1.0,2015,12,6,15,49,6,True,62.0,Infant,Spayed Female,54.0,3.0,4.0,3.0,12.0,Mix,Short,wheat,BiColor,195
Muskogee,2015-12-29 13:44:00,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,1.0,2015,12,1,13,53,29,True,186.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,orange,Tabby,196
Tera,2015-05-01 18:26:00,Dog,Spayed Female,1 year,German Shepherd/Labrador Retriever,Black/Brown,1.0,2015,5,4,18,18,1,False,365.0,Puppy/Kitten,Spayed Female,69.0,4.0,5.0,4.0,12.0,Cross,Short,maroon,BiColor,197
Obie,2015-03-01 17:58:00,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,1.0,2015,3,6,17,9,1,True,365.0,Puppy/Kitten,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,silver,BiColor,198
Princess,2015-03-06 12:28:00,Dog,Spayed Female,4 years,Catahoula/Boxer,Black/White,1.0,2015,3,4,12,10,6,False,1460.0,Adult,Spayed Female,60.0,4.0,4.0,3.0,9.0,Cross,Medium,grey,BiColor,199
Cody,2014-09-13 12:02:00,Dog,Neutered Male,1 year,Akita Mix,Sable,1.0,2014,9,5,12,37,13,True,365.0,Puppy/Kitten,Neutered Male,105.0,5.0,2.0,2.0,11.0,Mix,Long,brown,Solid,200
,2014-09-08 18:53:00,Cat,Unknown,5 days,Domestic Shorthair Mix,Blue Tabby,0.0,2014,9,0,18,37,8,False,5.0,Infant,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,Tabby,201
Chloe,2014-10-14 14:52:00,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black,1.0,2014,10,1,14,42,14,False,2190.0,Adult,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,black,Solid,202
Moctezuma,2014-10-20 18:33:00,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black/White,1.0,2014,10,0,18,43,20,False,279.0,Puppy/Kitten,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,grey,BiColor,203
,2014-11-01 18:46:00,Dog,Spayed Female,2 years,Chihuahua Longhair/Pekingese,Tricolor,0.0,2014,11,5,18,44,1,True,730.0,Young Adult,Spayed Female,9.0,1.0,2.0,3.0,16.0,Cross,Long,Not_clear,Solid,204
Oso,2015-10-09 19:02:00,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan,1.0,2015,10,4,19,41,9,False,730.0,Young Adult,Intact Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,tan,Solid,205
Hope,2016-02-19 14:51:00,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,1.0,2016,2,4,14,7,19,False,730.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,17.0,Mix,Short,Not_clear,TriColor,206
Rocco,2014-12-04 17:29:00,Dog,Neutered Male,1 year,Rottweiler/Labrador Retriever,Black/Tan,1.0,2014,12,3,17,49,4,True,365.0,Puppy/Kitten,Neutered Male,84.0,4.0,4.0,3.0,11.0,Cross,Short,darkolivegreen,BiColor,207
Tootie,2014-07-21 19:08:00,Dog,Intact Female,8 years,Chihuahua Shorthair Mix,Black/White,1.0,2014,7,0,19,30,21,True,2920.0,Senior,Intact Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,grey,BiColor,208
Cooper,2015-06-29 12:59:00,Dog,Neutered Male,2 years,Chesa Bay Retr Mix,Chocolate,1.0,2015,6,0,12,27,29,False,730.0,Young Adult,Neutered Male,68.0,4.0,4.0,3.0,12.0,Mix,Short,brown,Solid,209
T-Bone,2015-01-16 18:59:00,Dog,Neutered Male,2 years,Chihuahua Shorthair/Pembroke Welsh Corgi,Black/Tricolor,1.0,2015,1,4,18,3,16,True,730.0,Young Adult,Neutered Male,17.0,2.0,4.0,3.0,14.0,Cross,Short,black,BiColor,210
,2015-08-10 09:00:00,Cat,Intact Female,4 months,Siamese Mix,Seal Point,0.0,2015,8,0,9,33,10,True,124.0,Infant,Intact Female,9.0,1.0,3.0,3.0,15.0,Mix,Short,brown,Point,211
Izzy,2015-06-29 12:41:00,Dog,Neutered Male,8 years,Shih Tzu Mix,Black/White,1.0,2015,6,0,12,27,29,False,2920.0,Senior,Neutered Male,13.0,1.0,2.0,4.0,14.0,Mix,Medium,grey,BiColor,212
Scrappy,2013-10-12 17:47:00,Dog,Neutered Male,3 years,Rat Terrier Mix,Black/White,1.0,2013,10,5,17,41,12,True,1095.0,Young Adult,Neutered Male,24.0,3.0,3.0,3.0,17.0,Mix,Short,grey,BiColor,213
,2013-10-21 17:46:00,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Red Merle,0.0,2013,10,0,17,43,21,False,365.0,Puppy/Kitten,Spayed Female,53.0,3.0,4.0,2.0,13.0,Mix,Short,red,Merle,214
,2015-05-05 13:28:00,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby,0.0,2015,5,1,13,19,5,False,14.0,Infant,Intact Female,9.0,1.0,3.0,3.0,10.0,Mix,Short,orange,Tabby,215
,2015-09-30 18:30:00,Dog,Spayed Female,4 years,Dachshund Mix,Black/Tan,0.0,2015,9,2,18,40,30,False,1460.0,Adult,Spayed Female,17.0,2.0,2.0,3.0,14.0,Mix,Short,darkolivegreen,BiColor,216
,2015-09-19 12:20:00,Cat,Neutered Male,3 months,Domestic Longhair Mix,Brown Tabby/White,0.0,2015,9,5,12,38,19,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,15.0,Mix,Long,rosybrown,Tabby,217
X,2014-07-22 13:08:00,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Cream Tabby,0.0,2014,7,1,13,30,22,True,365.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,tan,Tabby,218
Mango,2014-08-07 14:06:00,Dog,Neutered Male,1 year,Cairn Terrier Mix,Brown,1.0,2014,8,3,14,32,7,True,365.0,Puppy/Kitten,Neutered Male,14.0,1.0,4.0,3.0,15.0,Mix,Short,brown,Solid,219
Sassy,2014-11-24 13:16:00,Dog,Spayed Female,9 years,Miniature Poodle Mix,White/Buff,1.0,2014,11,0,13,48,24,False,3285.0,Senior,Spayed Female,14.0,2.0,5.0,4.0,16.0,Mix,Medium,wheat,BiColor,220
Crystal,2015-08-19 11:02:00,Dog,Intact Female,2 years,Rottweiler,Black/Brown,1.0,2015,8,2,11,34,19,True,730.0,Young Adult,Intact Female,100.0,5.0,4.0,2.0,9.0,Pure,Short,maroon,BiColor,221
