OutcomeType,type,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeInDaysCategorical,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,MixType,Hair,ReducedPattern,BlendedColor
2,1,0,2,8,1,1,9,19,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,4,4,0,23,14,0,13.0,1.0,0,21.0,5.0,1.0,2.0,0,?,2,15.0
3,1,1,0,5,5,6,5,29,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,1,1,8,1,4,12,18,1,12.0,4.0,1,2.0,2.0,2.0,0.0,2,?,0,0.0
1,1,1,2,7,1,4,50,20,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,2.0
0,0,0,1,4,2,2,10,16,1,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,0.0
0,0,0,2,11,0,10,34,10,1,4.0,2.0,3,2.0,2.0,2.0,1.0,0,?,0,4.0
3,0,0,2,9,5,8,13,21,0,5.0,3.0,0,41.0,2.0,2.0,0.0,1,?,0,4.0
0,0,0,0,6,4,4,48,19,0,1.0,1.0,0,13.0,2.0,0.0,0.0,0,?,2,1.0
3,0,0,3,0,1,10,2,12,1,12.0,4.0,1,25.0,5.0,2.0,1.0,0,?,2,?
2,0,0,0,3,1,1,26,19,1,0.0,0.0,0,42.0,2.0,2.0,1.0,1,?,2,5.0
3,1,1,1,8,0,1,30,3,1,3.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,0,0,2,2,2,3,2,2,1,3.0,2.0,0,43.0,5.0,2.0,0.0,1,?,0,9.0
2,1,0,2,10,1,7,17,30,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,?,0,4.0
3,1,1,2,1,5,11,1,19,0,13.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,2,4.0
3,0,0,0,3,0,3,25,26,1,5.0,3.0,1,27.0,0.0,2.0,0.0,1,1.0,0,10.0
2,0,0,1,1,2,1,44,14,1,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,4.0
2,0,0,2,11,1,0,15,21,1,1.0,1.0,1,8.0,2.0,0.0,0.0,0,?,0,4.0
3,0,0,2,7,4,6,32,6,0,28.0,4.0,1,44.0,0.0,2.0,0.0,2,?,2,1.0
2,1,0,0,1,2,9,44,15,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,2,5,2,0,20,3,1,28.0,4.0,1,6.0,1.0,2.0,1.0,0,1.0,2,1.0
2,1,0,2,3,1,7,25,14,1,1.0,1.0,1,1.0,1.0,1.0,1.0,0,2.0,1,0.0
0,0,0,0,3,6,8,46,17,1,12.0,4.0,1,33.0,5.0,2.0,0.0,0,?,0,4.0
2,0,1,0,11,6,4,33,5,1,0.0,0.0,0,4.0,0.0,2.0,1.0,1,1.0,0,3.0
3,0,0,2,10,4,3,17,13,0,11.0,3.0,0,2.0,2.0,2.0,2.0,0,?,3,0.0
0,0,0,2,6,6,4,6,23,0,17.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,0,17.0
3,1,1,2,11,2,6,37,29,1,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
1,0,1,0,3,4,0,25,13,1,12.0,4.0,1,2.0,2.0,2.0,2.0,0,?,0,10.0
2,0,0,1,1,0,4,21,21,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,2.0,2,8.0
2,0,0,0,3,4,1,3,27,1,0.0,0.0,0,5.0,0.0,2.0,1.0,1,?,0,0.0
3,1,1,2,7,1,4,7,9,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,1,1,8,5,6,41,20,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,0,0,0,8,0,7,9,9,1,11.0,3.0,0,11.0,2.0,0.0,0.0,2,?,0,9.0
0,0,0,0,11,6,8,18,3,1,1.0,1.0,1,7.0,3.0,0.0,2.0,0,?,0,3.0
2,0,0,0,6,5,4,42,15,0,9.0,0.0,0,35.0,5.0,0.0,1.0,0,?,0,10.0
3,1,1,2,7,6,7,32,5,1,6.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,0,0,3,0,0,22,1,25.0,0.0,0,45.0,0.0,0.0,1.0,1,?,0,10.0
3,1,1,2,10,6,6,38,17,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,0,5,3,6,5,5,0,29.0,6.0,3,1.0,1.0,1.0,1.0,0,1.0,2,4.0
3,1,1,2,4,5,11,4,27,0,11.0,3.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,1,3,0,2,15,0,30,1,26.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,0,1,2,5,4,7,7,7,0,0.0,0.0,2,3.0,1.0,2.0,1.0,0,?,2,1.0
2,1,0,2,1,0,12,44,22,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,1,0,1,1,5,4,1,11,0,6.0,2.0,0,1.0,1.0,1.0,1.0,2,1.0,0,4.0
0,0,0,2,5,6,6,20,19,0,30.0,5.0,2,6.0,1.0,2.0,1.0,0,1.0,0,0.0
0,0,0,0,6,1,12,36,26,1,12.0,4.0,0,13.0,2.0,0.0,0.0,0,?,2,5.0
2,0,0,3,2,1,8,45,27,1,1.0,1.0,0,30.0,1.0,1.0,0.0,2,?,0,2.0
3,0,0,2,4,4,10,10,10,0,10.0,0.0,1,25.0,2.0,2.0,2.0,0,?,3,5.0
2,0,0,0,2,6,6,16,1,1,23.0,0.0,0,38.0,5.0,0.0,1.0,0,?,0,10.0
2,0,0,2,0,4,7,8,10,0,13.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,1,0,0,4,3,3,10,12,0,8.0,2.0,3,1.0,1.0,1.0,1.0,0,2.0,0,4.0
2,0,0,0,5,1,6,5,24,1,0.0,0.0,0,25.0,2.0,0.0,0.0,1,?,0,4.0
1,1,1,0,10,6,0,21,28,0,20.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,4.0
1,0,0,2,6,2,2,6,6,1,5.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,0,0.0
2,1,0,1,4,0,7,12,24,0,22.0,4.0,0,1.0,1.0,1.0,1.0,0,3.0,1,12.0
2,1,0,1,1,0,4,44,26,0,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,0,4,1,7,10,16,1,8.0,2.0,1,25.0,5.0,0.0,1.0,0,?,0,0.0
2,1,1,0,11,3,1,18,4,1,14.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
1,0,1,0,6,3,4,42,17,0,1.0,1.0,2,46.0,2.0,2.0,0.0,1,?,0,3.0
0,0,0,0,3,4,4,25,13,1,17.0,3.0,0,19.0,0.0,2.0,1.0,0,?,2,5.0
3,0,0,2,11,1,3,15,21,1,23.0,0.0,1,2.0,2.0,2.0,1.0,0,?,3,0.0
3,0,1,2,1,4,9,1,11,0,0.0,0.0,1,13.0,2.0,0.0,0.0,0,?,0,10.0
3,0,1,1,4,2,9,23,23,1,5.0,3.0,0,3.0,0.0,2.0,0.0,1,?,0,11.0
2,1,0,0,10,2,7,39,1,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,0,2.0
3,0,1,2,4,6,10,12,23,0,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,2,15.0
2,0,1,1,4,6,4,12,5,0,8.0,2.0,1,25.0,5.0,0.0,1.0,0,?,5,9.0
2,1,0,2,2,5,0,22,19,1,10.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,2,11,1,4,18,26,1,22.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,1,0,0,0,4,4,0,1,0,13.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,0,11,1,4,34,27,1,1.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,0,1,0,4,3,4,10,12,0,8.0,2.0,2,25.0,5.0,0.0,1.0,0,?,0,0.0
3,1,1,0,10,1,3,17,17,1,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,2,9,3,7,13,10,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,2,9,5,5,26,7,0,5.0,3.0,0,11.0,2.0,0.0,0.0,0,?,2,5.0
3,1,0,1,8,6,7,43,26,1,11.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,4,1,3,23,29,1,1.0,1.0,1,20.0,2.0,2.0,1.0,0,?,0,0.0
3,1,1,1,1,4,6,21,9,0,10.0,0.0,3,1.0,1.0,1.0,1.0,0,3.0,3,?
3,0,1,0,7,3,2,35,16,0,1.0,1.0,1,3.0,0.0,0.0,0.0,0,?,0,17.0
0,0,0,0,10,6,12,49,18,1,28.0,4.0,1,47.0,0.0,2.0,2.0,1,?,2,5.0
3,1,1,0,8,3,11,30,0,1,10.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,0,0,5,5,1,28,18,0,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,0,2,4,51,17,1,10.0,0.0,0,44.0,0.0,2.0,0.0,0,?,2,5.0
0,0,0,0,2,2,0,31,5,1,22.0,4.0,0,6.0,1.0,2.0,1.0,0,1.0,2,?
2,0,1,2,4,4,1,4,0,0,10.0,0.0,0,13.0,2.0,0.0,0.0,0,?,2,1.0
3,1,1,0,11,4,4,18,22,1,6.0,2.0,2,1.0,1.0,1.0,1.0,0,?,4,5.0
2,0,0,0,2,0,0,45,18,1,0.0,0.0,1,34.0,2.0,0.0,1.0,1,?,0,3.0
2,0,0,2,6,6,4,42,26,0,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,9.0
2,0,0,0,7,6,0,50,14,0,8.0,2.0,0,2.0,2.0,2.0,1.0,0,?,2,?
3,1,1,0,7,3,0,14,26,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,0,1,0,2,2,0,31,5,1,1.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,2,1.0
2,1,1,0,10,6,8,39,11,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,11.0
0,1,0,0,10,5,8,49,21,0,25.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,1,0,8,5,7,41,23,1,5.0,3.0,1,33.0,5.0,2.0,0.0,0,?,0,4.0
2,0,0,0,4,0,0,4,0,0,14.0,2.0,0,20.0,2.0,0.0,0.0,1,?,0,6.0
3,1,1,0,3,1,0,26,19,1,31.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,7.0
3,0,0,2,7,2,6,32,7,1,17.0,3.0,2,19.0,0.0,2.0,1.0,2,?,5,2.0
2,0,0,0,2,2,4,22,3,1,8.0,2.0,1,25.0,2.0,0.0,0.0,1,?,0,4.0
3,1,1,0,5,4,6,28,9,0,26.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,1,4.0
3,1,0,0,11,0,7,34,19,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,1,4,5,7,12,25,0,14.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,2,3,3,1,15,2,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,0,7,6,7,14,0,0,1.0,1.0,3,2.0,2.0,2.0,2.0,0,?,2,1.0
2,0,1,0,5,3,6,28,8,0,14.0,2.0,0,48.0,5.0,0.0,0.0,1,?,2,?
3,1,1,3,0,6,2,8,11,0,0.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,1,2,3,4,8,25,26,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,?,4,7.0
3,1,1,0,3,5,7,3,11,1,8.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,2,8,4,12,41,20,1,14.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,0,0,2,9,1,1,11,22,1,11.0,3.0,0,49.0,2.0,2.0,2.0,1,?,3,5.0
0,0,0,0,2,4,7,31,23,1,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,10.0
3,1,1,0,3,4,3,15,2,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,0,4,5,8,23,15,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,1,2,4,1,0,4,4,1,9.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,0,1,0,9,5,3,40,13,0,1.0,1.0,0,42.0,2.0,2.0,0.0,1,?,0,4.0
2,0,0,2,4,6,4,4,16,0,9.0,0.0,1,42.0,2.0,0.0,1.0,1,?,2,7.0
3,1,1,0,3,3,9,46,5,1,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,4.0
0,0,0,0,9,1,9,13,11,1,0.0,0.0,0,16.0,2.0,0.0,0.0,2,?,0,3.0
2,1,0,2,2,6,4,31,14,1,21.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,0,3,7,0,1,0,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,0.0
3,0,0,2,2,3,9,45,21,1,12.0,4.0,1,40.0,3.0,2.0,0.0,2,?,0,4.0
2,1,0,2,3,0,0,46,29,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
1,1,0,2,11,6,0,33,20,1,15.0,5.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,0,0,10,5,7,49,21,0,13.0,1.0,3,25.0,5.0,0.0,1.0,0,?,2,?
3,1,0,0,8,3,8,43,14,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,2,1,3,0,27,23,0,1.0,1.0,1,50.0,5.0,2.0,1.0,1,?,0,6.0
0,0,0,0,5,5,9,5,29,0,15.0,5.0,3,13.0,2.0,0.0,0.0,0,?,2,14.0
2,0,0,2,6,6,1,42,26,0,0.0,0.0,1,8.0,2.0,0.0,0.0,0,?,2,8.0
3,0,1,0,11,3,9,33,28,1,13.0,1.0,0,13.0,2.0,0.0,0.0,0,?,2,14.0
2,1,0,0,7,1,4,50,5,1,3.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,1,2,6,3,11,48,19,0,32.0,2.0,2,13.0,2.0,0.0,0.0,0,?,2,7.0
0,0,0,1,4,3,4,23,29,0,25.0,0.0,1,33.0,5.0,2.0,0.0,0,?,2,?
2,1,0,0,4,1,0,23,23,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,2.0,0,4.0
1,0,0,2,9,0,4,11,27,0,1.0,1.0,0,51.0,2.0,2.0,2.0,1,?,0,10.0
0,0,0,2,8,6,4,24,6,1,12.0,4.0,0,52.0,5.0,4.0,1.0,0,?,2,7.0
3,0,0,0,6,6,9,36,27,0,14.0,2.0,0,13.0,2.0,0.0,0.0,0,?,2,4.0
2,1,0,2,7,5,6,32,25,0,28.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,0,0,0,0,4,9,52,24,0,11.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,2,1.0
2,0,0,2,6,1,9,52,18,1,1.0,1.0,1,42.0,2.0,2.0,0.0,1,?,0,0.0
2,0,0,0,10,2,6,17,30,1,11.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
2,1,0,0,1,0,4,44,4,0,4.0,2.0,0,1.0,1.0,1.0,1.0,0,?,4,12.0
2,1,1,2,5,0,0,28,18,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,0,2,4,3,1,4,1,0,0.0,0.0,2,13.0,2.0,0.0,0.0,2,?,0,1.0
3,1,0,0,8,4,3,43,15,1,14.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,2,8.0
3,0,0,0,0,4,4,0,1,0,1.0,1.0,1,27.0,0.0,2.0,0.0,1,1.0,0,10.0
1,0,0,0,5,4,4,47,13,0,13.0,1.0,2,7.0,3.0,0.0,2.0,0,?,0,3.0
3,1,1,2,5,3,4,5,20,0,20.0,2.0,2,1.0,1.0,1.0,1.0,2,1.0,2,4.0
3,1,1,2,7,5,0,50,14,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,9,0,1,40,13,0,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,2,3,2,3,3,3,1,1.0,1.0,1,13.0,2.0,0.0,0.0,2,?,2,8.0
2,0,0,2,4,1,2,10,11,1,0.0,0.0,0,2.0,2.0,2.0,1.0,0,?,0,0.0
3,1,1,0,11,1,4,15,9,1,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,0,1,0,1,3,7,1,27,0,1.0,1.0,0,27.0,0.0,0.0,0.0,0,?,0,10.0
0,0,0,2,1,6,1,19,25,0,25.0,0.0,2,53.0,2.0,2.0,2.0,1,?,0,6.0
2,0,0,0,2,1,6,31,25,1,13.0,1.0,0,42.0,2.0,2.0,1.0,1,?,2,5.0
1,1,0,2,9,3,11,29,25,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,0,1,7,8,11,1,1.0,1.0,0,54.0,3.0,2.0,1.0,1,?,2,?
3,1,1,3,2,5,2,31,25,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,0,1,0,3,3,0,26,8,1,14.0,2.0,0,25.0,2.0,2.0,2.0,0,?,3,18.0
0,0,0,2,1,3,4,44,26,0,13.0,1.0,2,25.0,5.0,4.0,1.0,2,?,3,5.0
3,0,0,0,8,3,4,9,10,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
3,1,0,0,10,4,0,38,5,0,3.0,2.0,2,1.0,1.0,1.0,1.0,0,3.0,1,0.0
2,0,0,0,7,2,3,14,13,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,0,1,3,2,4,1,45,12,1,8.0,2.0,0,13.0,2.0,0.0,0.0,0,?,0,3.0
0,0,0,2,7,6,0,14,3,0,16.0,4.0,1,6.0,1.0,2.0,1.0,2,1.0,2,5.0
2,0,0,2,7,1,0,32,2,1,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,2,5.0
2,0,0,2,4,2,8,23,17,1,10.0,0.0,1,20.0,2.0,2.0,1.0,0,?,0,2.0
2,0,1,2,6,5,3,48,9,0,6.0,2.0,0,32.0,0.0,2.0,1.0,1,2.0,2,?
2,0,0,0,3,6,9,3,12,1,3.0,2.0,0,24.0,2.0,2.0,1.0,1,?,0,0.0
3,0,0,2,4,5,10,12,20,0,0.0,0.0,3,6.0,1.0,2.0,1.0,0,?,0,3.0
2,0,0,0,7,3,7,14,26,0,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
0,0,0,0,6,2,9,42,29,1,13.0,1.0,1,13.0,2.0,0.0,0.0,0,?,0,4.0
2,1,0,2,1,2,7,1,27,1,8.0,2.0,2,1.0,1.0,1.0,1.0,0,?,4,4.0
0,0,0,0,6,1,4,48,16,1,1.0,1.0,1,12.0,0.0,2.0,1.0,0,?,0,2.0
0,0,0,1,1,4,1,27,20,0,1.0,1.0,0,19.0,0.0,2.0,1.0,1,?,3,0.0
2,0,1,0,11,6,4,33,5,1,8.0,2.0,0,19.0,0.0,2.0,1.0,0,?,0,9.0
1,1,0,0,3,6,0,25,22,1,15.0,5.0,1,1.0,1.0,1.0,1.0,0,2.0,3,?
3,1,1,0,2,4,3,2,7,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
1,0,0,2,2,5,7,2,24,1,26.0,0.0,3,13.0,2.0,0.0,0.0,0,?,2,8.0
1,1,0,3,2,5,11,22,0,1,28.0,4.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,1,0,0,3,6,6,3,12,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,1,12.0
2,0,0,0,9,2,4,13,12,1,6.0,2.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
0,0,0,1,8,0,7,43,15,1,0.0,0.0,0,21.0,2.0,2.0,1.0,1,?,0,2.0
3,1,1,0,9,0,11,40,15,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,2,4,1,2,12,28,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,1,0,0,10,2,0,39,1,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,?,4,4.0
2,0,1,2,6,0,4,6,5,0,12.0,4.0,1,3.0,0.0,0.0,0.0,0,?,2,7.0
2,0,0,2,6,2,6,48,12,1,1.0,1.0,1,19.0,0.0,2.0,1.0,0,?,2,5.0
0,0,0,0,1,0,0,44,4,0,14.0,2.0,3,2.0,2.0,2.0,1.0,0,?,3,0.0
2,1,0,2,8,5,4,9,18,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,10,2,1,49,10,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
3,1,0,1,8,3,1,43,30,1,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,1,0,1,8,1,2,9,11,1,10.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,5,0,6,20,11,0,24.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,1,0,3,2,4,3,0,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,0,4,5,4,4,3,1,4.0,2.0,1,1.0,1.0,1.0,1.0,0,?,3,?
3,1,0,2,1,4,3,1,11,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
3,1,0,0,10,0,6,38,20,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
1,0,0,1,4,1,0,10,27,1,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,4.0
3,0,1,1,1,5,8,19,28,0,3.0,2.0,2,25.0,5.0,0.0,1.0,0,?,0,9.0
0,0,1,1,4,1,0,4,13,1,13.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,0,3.0
2,0,0,0,9,5,8,13,9,0,13.0,1.0,0,28.0,5.0,2.0,1.0,1,?,2,8.0
0,0,0,0,11,5,9,34,10,1,17.0,3.0,2,24.0,5.0,1.0,0.0,2,?,2,?
2,0,0,2,3,1,7,46,25,1,26.0,0.0,2,2.0,2.0,2.0,2.0,0,?,0,2.0
2,1,1,0,10,0,7,17,13,0,14.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
0,0,0,0,6,5,1,36,3,0,13.0,1.0,0,44.0,0.0,2.0,0.0,0,?,2,14.0
0,0,1,1,8,3,8,30,1,1,20.0,2.0,2,6.0,1.0,2.0,1.0,0,1.0,2,?
0,1,0,3,2,1,4,24,9,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,1,2,1,0,13,1,12,0,8.0,2.0,2,25.0,5.0,0.0,1.0,0,?,0,10.0
1,0,0,2,10,5,0,39,11,0,0.0,0.0,2,30.0,1.0,2.0,1.0,1,1.0,2,8.0
0,0,0,2,4,5,9,12,20,0,11.0,3.0,0,44.0,0.0,2.0,0.0,0,?,2,8.0
0,0,0,2,8,2,1,41,25,1,12.0,4.0,1,55.0,5.0,2.0,1.0,1,?,2,?
2,1,1,2,9,6,4,26,28,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,2.0,2,4.0
0,0,0,2,4,0,0,4,3,1,13.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,4.0
2,1,1,0,1,2,4,1,3,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,1,6,4,1,10,0,17.0,3.0,0,3.0,0.0,0.0,0.0,0,?,2,1.0
3,0,0,2,5,3,9,28,9,1,8.0,2.0,3,13.0,2.0,0.0,0.0,0,?,0,0.0
1,0,0,2,3,2,13,26,8,1,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
3,1,1,2,1,2,4,1,27,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,11.0
3,1,1,2,2,3,11,16,26,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,2,0,1,1,2,18,1,1.0,1.0,1,56.0,5.0,2.0,1.0,0,?,0,3.0
2,1,0,0,3,1,2,3,1,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,2,1,6,14,27,14,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
1,1,1,1,8,5,0,9,9,1,22.0,4.0,0,1.0,1.0,1.0,1.0,0,?,4,?
3,0,1,2,8,4,9,9,9,1,18.0,2.0,2,13.0,2.0,0.0,0.0,0,?,2,7.0
0,0,0,2,3,0,3,25,4,1,15.0,5.0,0,6.0,1.0,2.0,1.0,0,1.0,2,7.0
0,0,0,2,6,0,3,6,5,0,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,0.0
0,0,0,2,9,2,9,13,19,1,19.0,5.0,1,30.0,0.0,2.0,1.0,1,?,2,1.0
3,1,1,0,10,6,9,39,11,0,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,2.0
0,0,0,0,5,4,8,20,27,0,1.0,1.0,0,29.0,5.0,0.0,1.0,0,?,0,4.0
3,0,0,2,2,5,9,22,19,1,1.0,1.0,0,11.0,2.0,0.0,0.0,0,?,0,3.0
2,0,0,2,4,4,7,10,10,0,1.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,2,8.0
0,0,0,2,9,5,8,29,23,0,13.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,2,5.0
3,1,1,2,9,5,1,26,7,0,33.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
1,1,1,2,7,1,2,14,13,1,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,1,0,6,3,4,36,22,0,9.0,0.0,1,27.0,0.0,0.0,0.0,0,?,2,?
0,1,0,0,2,6,7,31,30,1,12.0,4.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,0,3,3,4,26,8,1,12.0,4.0,0,2.0,2.0,2.0,2.0,0,?,0,6.0
0,0,0,2,8,2,6,41,25,1,13.0,1.0,2,35.0,5.0,0.0,1.0,2,?,0,4.0
0,0,0,1,4,6,6,10,8,0,1.0,1.0,1,19.0,0.0,2.0,1.0,1,?,2,8.0
0,1,1,2,8,5,2,30,11,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,3.0,1,4.0
0,0,0,2,8,1,7,30,1,1,0.0,0.0,1,13.0,2.0,0.0,0.0,0,?,2,15.0
2,1,0,2,8,1,9,30,1,1,4.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,0,1,6,11,27,30,0,26.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,0,8,4,7,43,15,1,6.0,2.0,2,1.0,1.0,1.0,1.0,0,2.0,1,5.0
2,0,0,2,6,3,7,6,24,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,2,1.0
